"geolcode","class","abbreviation","de","de_description","fr","fr_description","it","it_description","en","en_description","color","pattern","tree"
15202080,"vlit500",,,,,,,,"«Kieselkalk-Echinodermenbrekzie»",,"195,185,75",,"15202047.15202457.15202458.15202079.15202080"
15202081,"vlit500",,,,,,,,"Lidernen-Member",,"195,185,75",,"15202047.15202457.15202458.15202079.15202081"
15202082,"vlit500",,,,,,,,"Gemsmättli-Bank",,"195,185,75",,"15202047.15202457.15202458.15202079.15202082"
15202083,"vlit500",,,,,,,,"Rahberg-Bank",,"195,185,75",,"15202047.15202457.15202458.15202079.15202083"
15202382,"vlit500",,,,,,,,"Palis-Bank",,"195,185,75",,"15202047.15202457.15202458.15202079.15202382"
15202084,"vlit500",,,,,,,,"Betlis-Formation",,"160,210,120",,"15202047.15202457.15202458.15202084"
15202085,"vlit500",,,,,,,,"Pygurus-Member",,"160,210,120",,"15202047.15202457.15202458.15202084.15202085"
15202086,"vlit500",,,,,,,,"Spitzern-Member",,"160,210,120",,"15202047.15202457.15202458.15202084.15202086"
15202087,"vlit500",,,,,,,,"Büls-Bank",,"160,210,120",,"15202047.15202457.15202458.15202084.15202087"
15202398,"vlit500",,,,,,,,"«Oberer Betliskalk»",,"160,210,120",,"15202047.15202457.15202458.15202084.15202398"
15202399,"vlit500",,,,,,,,"«Unterer Betliskalk»",,"160,210,120",,"15202047.15202457.15202458.15202084.15202399"
15202088,"vlit500",,,,,,,,"Sichel-Kalk",,"145,195,110",,"15202047.15202457.15202458.15202088"
15202089,"vlit500",,,,,,,,"Diphyoides-Kalk",,"130,180,100",,"15202047.15202457.15202458.15202089"
15202090,"vlit500",,,,,,,,"Vitznau-Mergel",,"110,165,140",,"15202047.15202457.15202458.15202090"
15202091,"vlit500",,,,,,,,"Öhrli-Formation",,"120,175,150",,"15202047.15202457.15202458.15202091"
15202383,"vlit500",,,,,,,,"«Oberer Öhrlikalk»",,"120,175,150",,"15202047.15202457.15202458.15202091.15202383"
15202384,"vlit500",,,,,,,,"«Oberer Öhrlimergel»",,"120,175,150",,"15202047.15202457.15202458.15202091.15202384"
15202385,"vlit500",,,,,,,,"«Unterer Öhrlikalk»",,"120,175,150",,"15202047.15202457.15202458.15202091.15202385"
15202092,"vlit500",,,,,,,,"Palfris-Formation",,"65,150,140",,"15202047.15202457.15202458.15202092"
15202093,"vlit500",,,,,,,,"Zementstein-Formation",,"165,200,195",,"15202047.15202457.15202458.15202093"
15202094,"vlit500",,,,,,,,"Graspass-Member",,"165,200,195",,"15202047.15202457.15202458.15202093.15202094"
15202095,"vlit500",,,,,,,,"Gassen-Kalk",,"165,200,195",,"15202047.15202457.15202458.15202093.15202095"
15202412,"vlit500",,,,,,,,"«Obere Zemensteinschichten»",,"165,200,195",,"15202047.15202457.15202458.15202093.15202412"
15202413,"vlit500",,,,,,,,"«Untere Zementsteinschichten»",,"165,200,195",,"15202047.15202457.15202458.15202093.15202413"
15202423,"vlit500",,,,,,,,"Calcaires sublithographiques",,"185,210,110",,"15202047.15202457.15202458.15202423"
15202424,"vlit500",,,,,,,,"Formation gréso-glauconieuse",,"245,155,155",,"15202047.15202457.15202458.15202424"
15202425,"vlit500",,,,,,,,"Marnes noires pyriteuses",,"250,175,175",,"15202047.15202457.15202458.15202424.15202425"
15202426,"vlit500",,,,,,,,"Calcaires gréso-glauconieux",,"240,145,145",,"15202047.15202457.15202458.15202424.15202426"
15202427,"vlit500",,,,,,,,"Montsalvens-Kalkarenit",,"240,200,175",,"15202047.15202457.15202458.15202427"
15202428,"vlit500",,,,,,,,"Calcaire siliceux brunâtre (cf. HKK)",,"195,185,75",,"15202047.15202457.15202458.15202428"
15202429,"vlit500",,,,,,,,"Villarbeney-Formation",,"170,210,155",,"15202047.15202457.15202458.15202429"
15202430,"vlit500",,,,,,,,"Veveyse-de-Châtel-Member",,"170,210,155",,"15202047.15202457.15202458.15202429.15202430"
15202431,"vlit500",,,,,,,,"Riondouneire-Member",,"160,200,160",,"15202047.15202457.15202458.15202429.15202431"
15202445,"vlit500",,,,,,,,"Cergnement-Member",,"180,200,160",,"15202047.15202457.15202458.15202429.15202445"
15202134,"vlit500",,,,,,,,"Trias des Helvetikums",,"240,160,120",,"15202134"
15202462,"vlit500",,,,,,,,"Undifferenzierte Gruppe der Trias des Helvetikums",,"240,160,120",,"15202134.15202462"
15202463,"vlit500",,,,,,,,"Undifferenzierte Subgruppe der Trias des Helvetikums",,"240,160,120",,"15202134.15202462.15202463"
15202135,"vlit500",,,,,,,,"Besoëns-Formation",,"200,150,150",,"15202134.15202462.15202463.15202135"
15202136,"vlit500",,,,,,,,"Quarten-Formation",,"255,215,155",,"15202134.15202462.15202463.15202136"
15202420,"vlit500",,,,,,,,"«Equisetenschiefer»",,"255,215,155",,"15202134.15202462.15202463.15202136.15202420"
15202137,"vlit500",,,,,,,,"Arandellys-Formation",,"250,180,90",,"15202134.15202462.15202463.15202137"
15202138,"vlit500",,,,,,,,"Griaz-Member",,"250,180,90",,"15202134.15202462.15202463.15202137.15202138"
15202139,"vlit500",,,,,,,,"Röti-Formation",,"250,180,90",,"15202134.15202462.15202463.15202139"
15202418,"vlit500",,,,,,,,"Rauwacke (Röti-Fm.)",,"250,180,90",,"15202134.15202462.15202463.15202139.15202418"
15202140,"vlit500",,,,,,,,"Vieux-Emosson-Formation",,"245,150,50",,"15202134.15202462.15202463.15202140"
15202419,"vlit500",,,,,,,,"Pelitisches-Member (Vieux-Emosson)",,"245,150,50",,"15202134.15202462.15202463.15202140.15202419"
15202141,"vlit500",,,,,,,,"Mels-Sandstein",,"245,150,50",,"15202134.15202462.15202463.15202141"
15202278,"vlit500",,,,,,,,"Fanee-Trias",,"250,180,90",,"15202134.15202462.15202463.15202278"
15202490,"vlit500",,,,,,,,"Dachquarzit (Leventina)",,"240,130,70",,"15202134.15202462.15202463.15202490"
15202142,"vlit500",,,,,,,,"Permo-Karbon des Helvetikums",,"175,150,125",,"15202142"
15202143,"vlit500",,,,,,,,"Verrucano-Gruppe",,"195,95,60",,"15202142.15202143"
15202144,"vlit500",,,,,,,,"Glarus-Verrucano",,"195,95,60",,"15202142.15202143.15202144"
15202145,"vlit500",,,,,,,,"Schönbüel-Formation",,"195,95,60",,"15202142.15202143.15202144.15202145"
15202146,"vlit500",,,,,,,,"Schönbüel-Quarzit",,"195,95,60",,"15202142.15202143.15202144.15202145.15202146"
15202147,"vlit500",,,,,,,,"Kärpf-Formation",,"195,95,60",,"15202142.15202143.15202144.15202147"
15202148,"vlit500",,,,,,,,"Karrenstock-Formation",,"195,95,60",,"15202142.15202143.15202144.15202148"
15202150,"vlit500",,,,,,,,"Fuggstock-Formation",,"195,95,60",,"15202142.15202143.15202144.15202150"
15202151,"vlit500",,,,,,,,"Mären-Formation",,"195,95,60",,"15202142.15202143.15202144.15202151"
15202322,"vlit500",,,,,,,,"Grisch-Member",,"195,95,60",,"15202142.15202143.15202144.15202151.15202322"
15202323,"vlit500",,,,,,,,"Foostock-Member",,"195,95,60",,"15202142.15202143.15202144.15202151.15202323"
15202152,"vlit500",,,,,,,,"Üblital-Formation",,"195,95,60",,"15202142.15202143.15202144.15202152"
15202453,"vlit500",,,,,,,,"Tektonisierte Basis des Glarner-Verrucano («Plagioklasgneis»)",,"195,95,60",,"15202142.15202143.15202144.15202152.15202453"
15202324,"vlit500",,,,,,,,"Murgtal-Formation",,"195,95,60",,"15202142.15202143.15202144.15202324"
15202149,"vlit500",,,,,,,,"Chartegg-Formation",,"195,95,60",,"15202142.15202143.15202144.15202324.15202149"
15202153,"vlit500",,,,,,,,"Ilanz-Verrucano",,"195,95,60",,"15202142.15202143.15202153"
15202374,"vlit500",,,,,,,,"Meierhof-Phyllit",,"195,95,60",,"15202142.15202143.15202153.15202374"
15202375,"vlit500",,,,,,,,"Waltensburg-Verrucano",,"195,95,60",,"15202142.15202143.15202153.15202375"
15202376,"vlit500",,,,,,,,"Ruinas-Sandstein",,"195,95,60",,"15202142.15202143.15202153.15202376"
15202464,"vlit500",,,,,,,,"Spät- bis postvariszische Sedimente und Vulkanite des Helvetikums",,"175,150,125",,"15202142.15202464"
15202164,"vlit500",,,,,,,,"Spät- bis postvariszische Sedimente und Vulkanite des Aar-Massivs",,"165,185,165",,"15202142.15202464.15202164"
15202165,"vlit500",,,,,,,,"Wendenjoch-Formation",,"165,185,165",,"15202142.15202464.15202164.15202165"
15202166,"vlit500",,,,,,,,"Windgällen-Formation",,"165,185,165",,"15202142.15202464.15202164.15202166"
15202327,"vlit500",,,,,,,,"Windgällen-Rhyolith",,"200,90,80",,"15202142.15202464.15202164.15202166.15202327"
15202167,"vlit500",,,,,,,,"Trift-Formation",,"165,185,165",,"15202142.15202464.15202164.15202167"
15202168,"vlit500",,,,,,,,"Intschi-Formation",,"165,185,165",,"15202142.15202464.15202164.15202168"
15202169,"vlit500",,,,,,,,"Bifertengrätli-Formation",,"165,185,165",,"15202142.15202464.15202164.15202169"
15202170,"vlit500",,,,,,,,"Lakustrisches Member",,"165,185,165",,"15202142.15202464.15202164.15202169.15202170"
15202171,"vlit500",,,,,,,,"Estuarisches Member",,"165,185,165",,"15202142.15202464.15202164.15202169.15202171"
15202173,"vlit500",,,,,,,,"Grünhorn-Member («Vulkanisches Member»)",,"165,185,165",,"15202142.15202464.15202164.15202169.15202173"
15202172,"vlit500",,,,,,,,"Basaler Konglomerat",,"165,185,165",,"15202142.15202464.15202164.15202169.15202173.15202172"
15202174,"vlit500",,,,,,,,"Diechtergletscher-Formation",,"160,180,140",,"15202142.15202464.15202164.15202174"
15202448,"vlit500",,,,,,,,"Maasplanggstock-Metaandesit",,"160,180,140",,"15202142.15202464.15202164.15202174.15202448"
15202175,"vlit500",,,,,,,,"Tscharren-Formation",,"160,180,140",,"15202142.15202464.15202164.15202175"
15202489,"vlit500",,,,,,,,"Rinderbiel-Mikrogranit",,"200,90,80",,"15202142.15202464.15202164.15202175.15202489"
15202176,"vlit500",,,,,,,,"Val-Lumpegna-Formation",,"160,180,140",,"15202142.15202464.15202164.15202176"
15202256,"vlit500",,,,,,,,"Goltschenried-Formation",,"165,185,165",,"15202142.15202464.15202164.15202256"
15202266,"vlit500",,,,,,,,"Permo-Karbon der Urseren-Garvera-Zone",,"175,150,125",,"15202142.15202464.15202266"
15202465,"vlit500",,,,,,,,"Permo-Karbon des Aiguilles-Rouges-Massivs",,"175,150,125",,"15202142.15202464.15202465"
15202154,"vlit500",,,,,,,,"Vernayaz-Formation",,"160,180,150",,"15202142.15202464.15202465.15202154"
15202155,"vlit500",,,,,,,,"Salvan-Member",,"160,180,150",,"15202142.15202464.15202465.15202154.15202155"
15202156,"vlit500",,,,,,,,"Vallorcine-Konglomerat",,"160,180,150",,"15202142.15202464.15202465.15202154.15202155.15202156"
15202203,"vlit500",,,,,,,,"Plex-Aboyeu-Rhyolith",,"200,90,80",,"15202142.15202464.15202465.15202154.15202155.15202203"
15202358,"vlit500",,,,,,,,"Au-d'Arbignon-Schiefer",,"160,180,150",,"15202142.15202464.15202465.15202154.15202155.15202358"
15202359,"vlit500",,,,,,,,"Dorénaz-Konglomerat",,"160,180,150",,"15202142.15202464.15202465.15202154.15202155.15202359"
15202325,"vlit500",,,,,,,,"Dzéman-Member",,"200,175,150",,"15202142.15202464.15202465.15202154.15202325"
15202298,"vlit500",,,,,,,,"Jura des Helvetikums",,"125,175,250",,"15202298"
15202096,"vlit500",,,,,,,,"Malm des Helvetikums",,"160,200,240",,"15202298.15202096"
15202459,"vlit500",,,,,,,,"Undifferenzierte Subgruppe des Malms des Helvetikums",,"160,200,240",,"15202298.15202096.15202459"
15202097,"vlit500",,,,,,,,"Quinten-Formation",,"150,210,210",,"15202298.15202096.15202459.15202097"
15202098,"vlit500",,,,,,,,"Tros-Kalk",,"150,210,210",,"15202298.15202096.15202459.15202097.15202098"
15202099,"vlit500",,,,,,,,"«Mergelband»",,"150,210,210",,"15202298.15202096.15202459.15202097.15202099"
15202302,"vlit500",,,,,,,,"«Oberer Quinten-Kalk»",,"150,210,210",,"15202298.15202096.15202459.15202097.15202302"
15202303,"vlit500",,,,,,,,"«Unterer Quinten-Kalk»",,"150,210,210",,"15202298.15202096.15202459.15202097.15202303"
15202100,"vlit500",,,,,,,,"Schilt-Formation",,"110,175,190",,"15202298.15202096.15202459.15202100"
15202101,"vlit500",,,,,,,,"Mürtschen-Member",,"110,175,190",,"15202298.15202096.15202459.15202100.15202101"
15202102,"vlit500",,,,,,,,"«Schilt-Mergel»",,"110,175,190",,"15202298.15202096.15202459.15202100.15202102"
15202103,"vlit500",,,,,,,,"«Schilt-Kalk»",,"110,175,190",,"15202298.15202096.15202459.15202100.15202103"
15202104,"vlit500",,,,,,,,"Seeztal-Member",,"110,175,190",,"15202298.15202096.15202459.15202100.15202104"
15202105,"vlit500",,,,,,,,"Windgällen-Member",,"110,175,190",,"15202298.15202096.15202459.15202100.15202105"
15202432,"vlit500",,,,,,,,"Jogne-Formation",,"150,200,225",,"15202298.15202096.15202459.15202432"
15202433,"vlit500",,,,,,,,"Calcaires bréchiques",,"175,225,225",,"15202298.15202096.15202459.15202432.15202433"
15202434,"vlit500",,,,,,,,"Vuavres-Member",,"165,215,230",,"15202298.15202096.15202459.15202432.15202434"
15202435,"vlit500",,,,,,,,"Planière-Member",,"140,180,225",,"15202298.15202096.15202459.15202432.15202435"
15202106,"vlit500",,,,,,,,"Dogger des Helvetikums",,"180,160,140",,"15202298.15202106"
15202460,"vlit500",,,,,,,,"Undifferenzierte Subgruppe des Doggers des Helvetikums",,"180,160,140",,"15202298.15202106.15202460"
15202107,"vlit500",,,,,,,,"Erzegg-Formation",,"240,210,170",,"15202298.15202106.15202460.15202107"
15202304,"vlit500",,,,,,,,"Planplatte-Eisenoolith",,"240,210,170",,"15202298.15202106.15202460.15202107.15202304"
15202108,"vlit500",,,,,,,,"Reischiben-Formation",,"235,200,160",,"15202298.15202106.15202460.15202108"
15202109,"vlit500",,,,,,,,"Blegi-Eisenoolith",,"235,200,160",,"15202298.15202106.15202460.15202108.15202109"
15202110,"vlit500",,,,,,,,"Bannalp-Konglomerat",,"235,200,160",,"15202298.15202106.15202460.15202108.15202110"
15202111,"vlit500",,,,,,,,"Guppen-Fossilhorizont",,"235,200,160",,"15202298.15202106.15202460.15202108.15202111"
15202112,"vlit500",,,,,,,,"Gursbach-Fossilhorizont",,"235,200,160",,"15202298.15202106.15202460.15202108.15202112"
15202113,"vlit500",,,,,,,,"Hochstollen-Formation",,"220,185,145",,"15202298.15202106.15202460.15202113"
15202114,"vlit500",,,,,,,,"Schwarzhorn-Member",,"220,185,145",,"15202298.15202106.15202460.15202113.15202114"
15202115,"vlit500",,,,,,,,"Bietenhorn-Member",,"220,185,145",,"15202298.15202106.15202460.15202113.15202115"
15202116,"vlit500",,,,,,,,"Bommerstein-Formation",,"190,110,75",,"15202298.15202106.15202460.15202116"
15202117,"vlit500",,,,,,,,"Mols-Member",,"200,75,75",,"15202298.15202106.15202460.15202116.15202117"
15202305,"vlit500",,,,,,,,"Geissbach-Konglomerat",,"200,75,75",,"15202298.15202106.15202460.15202116.15202117.15202305"
15202306,"vlit500",,,,,,,,"Stöckli-Sandstein",,"200,75,75",,"15202298.15202106.15202460.15202116.15202117.15202306"
15202416,"vlit500",,,,,,,,"Glockhaus-Member",,"190,110,75",,"15202298.15202106.15202460.15202116.15202416"
15202414,"vlit500",,,,,,,,"«Rote Echinodermenbrekzie»",,"190,110,75",,"15202298.15202106.15202460.15202116.15202416.15202414"
15202415,"vlit500",,,,,,,,"«Obere Tonschiefer» (Bommerstein-Fm.)",,"190,110,75",,"15202298.15202106.15202460.15202116.15202416.15202415"
15202118,"vlit500",,,,,,,,"Dugny-Formation",,"180,90,90",,"15202298.15202106.15202460.15202118"
15202119,"vlit500",,,,,,,,"Coroi-Formation",,"180,90,90",,"15202298.15202106.15202460.15202119"
15202417,"vlit500",,,,,,,,"«Basaler Quarzit» (Coroi-Fm.)",,"180,90,90",,"15202298.15202106.15202460.15202119.15202417"
15202436,"vlit500",,,,,,,,"Bifé-Formation",,"240,220,180",,"15202298.15202106.15202460.15202436"
15202437,"vlit500",,,,,,,,"Calcaire à ciment",,"240,220,200",,"15202298.15202106.15202460.15202436.15202437"
15202438,"vlit500",,,,,,,,"Joux-Galez-Member",,"240,220,180",,"15202298.15202106.15202460.15202436.15202438"
15202439,"vlit500",,,,,,,,"Pereyres-Formation",,"235,200,160",,"15202298.15202106.15202460.15202439"
15202440,"vlit500",,,,,,,,"Praz-Couquain-Formation",,"200,150,125",,"15202298.15202106.15202460.15202440"
15202443,"vlit500",,,,,,,,"Taffon-Member",,"200,150,125",,"15202298.15202106.15202460.15202440.15202443"
15202444,"vlit500",,,,,,,,"Saix-Member",,"200,150,125",,"15202298.15202106.15202460.15202440.15202444"
15202120,"vlit500",,,,,,,,"Lias des Helvetikums",,"175,150,200",,"15202298.15202120"
15202461,"vlit500",,,,,,,,"Undifferenzierte Subgruppe des Lias des Helvetikums",,"175,150,200",,"15202298.15202120.15202461"
15202121,"vlit500",,,,,,,,"Brunnistock-Formation",,"225,205,235",,"15202298.15202120.15202461.15202121"
15202400,"vlit500",,,,,,,,"Vättis-Fossilbrekzie",,"225,205,235",,"15202298.15202120.15202461.15202121.15202400"
15202122,"vlit500",,,,,,,,"Inferno-Formation",,"225,205,235",,"15202298.15202120.15202461.15202122"
15202401,"vlit500",,,,,,,,"«Obere Infernoserie»",,"225,205,235",,"15202298.15202120.15202461.15202122.15202401"
15202372,"vlit500",,,,,,,,"Runcaldeida-Schichten",,"225,205,235",,"15202298.15202120.15202461.15202122.15202401.15202372"
15202402,"vlit500",,,,,,,,"«Mittlere Infernoserie»",,"225,205,235",,"15202298.15202120.15202461.15202122.15202402"
15202403,"vlit500",,,,,,,,"«Untere Infernoserie»",,"225,205,235",,"15202298.15202120.15202461.15202122.15202403"
15202373,"vlit500",,,,,,,,"Riein-Schichten",,"225,205,235",,"15202298.15202120.15202461.15202122.15202403.15202373"
15202123,"vlit500",,,,,,,,"Monts-Rosset-Formation",,"215,195,225",,"15202298.15202120.15202461.15202123"
15202125,"vlit500",,,,,,,,"Sexmor-Formation",,"205,180,210",,"15202298.15202120.15202461.15202125"
15202404,"vlit500",,,,,,,,"«Obere Sexmorserie»",,"205,180,210",,"15202298.15202120.15202461.15202125.15202404"
15202405,"vlit500",,,,,,,,"«Untere Sexmorserie»",,"205,180,210",,"15202298.15202120.15202461.15202125.15202405"
15202126,"vlit500",,,,,,,,"Mont-Joly-Formation",,"190,165,200",,"15202298.15202120.15202461.15202126"
15202128,"vlit500",,,,,,,,"Spitzmeilen-Formation",,"175,150,200",,"15202298.15202120.15202461.15202128"
15202386,"vlit500",,,,,,,,"«Obere Spitzmeilenserie»",,"175,150,200",,"15202298.15202120.15202461.15202128.15202386"
15202387,"vlit500",,,,,,,,"«Untere Spitzmeilenserie»",,"175,150,200",,"15202298.15202120.15202461.15202128.15202387"
15202388,"vlit500",,,,,,,,"«Basale Spitzmeilenserie»",,"175,150,200",,"15202298.15202120.15202461.15202128.15202388"
15202129,"vlit500",,,,,,,,"Tierces-Formation",,"170,125,180",,"15202298.15202120.15202461.15202129"
15202130,"vlit500",,,,,,,,"Bachalp-Formation",,"170,125,180",,"15202298.15202120.15202461.15202130"
15202131,"vlit500",,,,,,,,"Prodkamm-Formation",,"160,110,170",,"15202298.15202120.15202461.15202131"
15202132,"vlit500",,,,,,,,"Cardinia-Member",,"160,110,170",,"15202298.15202120.15202461.15202131.15202132"
15202321,"vlit500",,,,,,,,"Weissgandstöckli-Bank",,"160,110,170",,"15202298.15202120.15202461.15202131.15202132.15202321"
15202389,"vlit500",,,,,,,,"«Obere Prodkammserie»",,"160,110,170",,"15202298.15202120.15202461.15202131.15202389"
15202390,"vlit500",,,,,,,,"«Mittlere Prodkammserie»",,"160,110,170",,"15202298.15202120.15202461.15202131.15202390"
15202391,"vlit500",,,,,,,,"«Untere Prodkammserie»",,"160,110,170",,"15202298.15202120.15202461.15202131.15202391"
15202406,"vlit500",,,,,,,,"«Leitoolith»",,"160,110,170",,"15202298.15202120.15202461.15202131.15202391.15202406"
15202133,"vlit500",,,,,,,,"Stgir-Formation",,"160,110,170",,"15202298.15202120.15202461.15202133"
15202370,"vlit500",,,,,,,,"«Untere Stgir-Serie»",,"160,110,170",,"15202298.15202120.15202461.15202133.15202370"
15202371,"vlit500",,,,,,,,"«Obere Stgir-Serie»",,"160,110,170",,"15202298.15202120.15202461.15202133.15202371"
15202320,"vlit500",,,,,,,,"Torrenthorn-Formation",,"215,195,225",,"15202298.15202120.15202461.15202320"
15202124,"vlit500",,,,,,,,"Torrentalp-Member",,"215,195,225",,"15202298.15202120.15202461.15202320.15202124"
15202127,"vlit500",,,,,,,,"Galm-Member",,"190,165,200",,"15202298.15202120.15202461.15202320.15202127"
15202365,"vlit500",,,,,,,,"Termen-Tonschiefer",,"210,190,220",,"15202298.15202120.15202461.15202365"
15202366,"vlit500",,,,,,,,"Termen-Kalkschiefer",,"180,135,190",,"15202298.15202120.15202461.15202366"
15202367,"vlit500",,,,,,,,"Nufenen-Knotenschiefer",,"210,190,220",,"15202298.15202120.15202461.15202367"
